MODULE	NODE	P	FDR	N.mod	N.neigh	N.obsrv	N.expct	MEMBER	FILL	FOLD
KEGG_PRIMARY_IMMUNODEFICIENCY	HLA-DRB1	2.22689460206575e-15	2.21440226649318e-14	32	553	15	1.59841026104236	FALSE	0.027124773960217	9.38432414104882
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	LCK	2.36074305788402e-15	2.34178818661634e-14	38	548	21	1.8809502303315	FALSE	0.0383211678832117	11.1645697272378
KEGG_VIRAL_MYOCARDITIS	IRF7	2.51994547566149e-15	2.4936450738524e-14	58	273	14	1.43022310541053	FALSE	0.0512820512820513	9.78868258178603
KEGG_PRIMARY_IMMUNODEFICIENCY	LCP1	2.56400744162912e-15	2.53110371416996e-14	32	557	14	1.60997199891609	FALSE	0.0251346499102334	8.69580341113106
KEGG_TYPE_I_DIABETES_MELLITUS,..	PSME1	2.71164075075775e-15	2.67037665237666e-14	47	371	14	1.5750158070635	FALSE	0.0377358490566038	8.88879967884384
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	PTPRC	2.72601027775562e-15	2.67476493356937e-14	103	973	46	9.05238912474031	FALSE	0.0472764645426516	5.08153144613297
KEGG_CELL_ADHESION_MOLECULES_CAMS	SLCO2B1	2.7292180828179e-15	2.67476493356937e-14	95	209	18	1.79342426158432	FALSE	0.0861244019138756	10.0366658272475
KEGG_VIRAL_MYOCARDITIS	RSAD2	2.81597257028432e-15	2.75317030432834e-14	58	264	14	1.38307289314425	FALSE	0.053030303030303	10.1223876698015
KEGG_TYPE_I_DIABETES_MELLITUS,..	C5AR1	2.87013104006152e-15	2.79940771539015e-14	47	421	21	1.7872820883389	FALSE	0.0498812351543943	11.7496841360489
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	GIMAP4	2.92016217152513e-15	2.84140839458423e-14	38	446	14	1.53084635534279	FALSE	0.031390134529148	9.14526787821572
KEGG_PRIMARY_IMMUNODEFICIENCY	IRF8	3.03436076168165e-15	2.94549733937526e-14	32	581	15	1.67934242615843	FALSE	0.0258175559380379	8.93206755593804
KEGG_CELL_ADHESION_MOLECULES_CAMS	IL7R	3.19302105923373e-15	3.09214889750497e-14	95	947	45	8.12618552976244	FALSE	0.0475184794086589	5.53765353192908
KEGG_TYPE_I_DIABETES_MELLITUS,..	LSP1	3.28796547614977e-15	3.17654863655512e-14	47	374	18	1.58775178394002	FALSE	0.0481283422459893	11.3367846171351
KEGG_CELL_ADHESION_MOLECULES_CAMS	LSP1	3.37647397656515e-15	3.25434619443407e-14	95	374	27	3.20928552072983	FALSE	0.072192513368984	8.41308753166338
KEGG_VIRAL_MYOCARDITIS	IL16	3.64478368097742e-15	3.50466581777003e-14	58	382	23	2.00126456507994	FALSE	0.0602094240837696	11.4927333453692
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	C3	3.72068651344032e-15	3.56516432483534e-14	38	466	14	1.59949417396802	FALSE	0.0300429184549356	8.75276711091032
KEGG_TYPE_I_DIABETES_MELLITUS,..	SELPLG	3.72519009659028e-15	3.56516432483534e-14	47	425	18	1.80426339084094	FALSE	0.0423529411764706	9.97637046307885
KEGG_PRIMARY_IMMUNODEFICIENCY	FYB	3.92350701113516e-15	3.74616816964825e-14	32	779	18	2.25164845090778	FALSE	0.0231065468549422	7.9941431322208
KEGG_HEMATOPOIETIC_CELL_LINEAGE	FPR3	3.96512837282653e-15	3.77706270467612e-14	76	219	14	1.50338722789269	FALSE	0.0639269406392694	9.31230473443884
KEGG_TYPE_I_DIABETES_MELLITUS,..	IGSF6	4.03009941937165e-15	3.83000357407418e-14	47	389	18	1.65143166832264	FALSE	0.0462724935732648	10.8996335393535
KEGG_TYPE_I_DIABETES_MELLITUS,..	F13A1	4.18003862959433e-15	3.96325988205955e-14	47	352	14	1.49435462017885	FALSE	0.0397727272727273	9.36859284332689
KEGG_TYPE_I_DIABETES_MELLITUS,..	CXCL1	4.41879482898675e-15	4.17991334519234e-14	47	374	18	1.58775178394002	FALSE	0.0481283422459893	11.3367846171351
KEGG_TYPE_I_DIABETES_MELLITUS,..	LIPA	4.49962233169705e-15	4.24651857553909e-14	47	321	14	1.3627495257881	FALSE	0.043613707165109	10.2733479154239
KEGG_TYPE_I_DIABETES_MELLITUS,..	ISG15	4.73859207370388e-15	4.46171821812719e-14	47	360	14	1.52831722518291	FALSE	0.0388888888888889	9.16040189125296
KEGG_HEMATOPOIETIC_CELL_LINEAGE	IL7R	4.75978240436786e-15	4.47134397755939e-14	76	947	45	6.50094842380995	TRUE	0.0475184794086589	6.92206691491135
KEGG_TYPE_I_DIABETES_MELLITUS,..	IL6	4.97600276622843e-15	4.66371569607202e-14	47	356	14	1.51133592268088	TRUE	0.0393258426966292	9.26332775519962
KEGG_CELL_ADHESION_MOLECULES_CAMS	ITGB2	5.18985091543865e-15	4.85298673904664e-14	95	966	46	8.28922409899738	TRUE	0.0476190476190476	5.54937343358396
KEGG_PRIMARY_IMMUNODEFICIENCY	GPR18	5.57423536420103e-15	5.20049372536558e-14	32	277	13	0.800650347755397	FALSE	0.0469314079422383	16.2368005415162
KEGG_TYPE_I_DIABETES_MELLITUS,..	VSIG4	6.80693827734413e-15	6.33604734171964e-14	47	411	18	1.74482883208382	FALSE	0.0437956204379562	10.3161981674173
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	TRAF3IP3	7.13256039543711e-15	6.62402021234558e-14	38	466	14	1.59949417396802	FALSE	0.0300429184549356	8.75276711091032
KEGG_HEMATOPOIETIC_CELL_LINEAGE	CD38	7.74629607265465e-15	7.17764752004841e-14	76	233	14	1.59949417396802	TRUE	0.0600858369098712	8.75276711091032
KEGG_VIRAL_MYOCARDITIS	OASL	8.36057273962338e-15	7.72926418581508e-14	58	302	14	1.58215156715744	FALSE	0.0463576158940397	8.84870975108472
KEGG_VIRAL_MYOCARDITIS	NKG7	8.69221304880521e-15	8.01768158370562e-14	58	342	20	1.79170806611869	FALSE	0.0584795321637427	11.1625327687034
KEGG_TYPE_I_DIABETES_MELLITUS,..	DOCK2	8.91712843567944e-15	8.20657621495826e-14	47	430	19	1.82549001896848	FALSE	0.0441860465116279	10.4081642751113
KEGG_TYPE_I_DIABETES_MELLITUS,..	CD68	9.06151516979324e-15	8.32067507820879e-14	47	245	13	1.04010477824948	FALSE	0.0530612244897959	12.4987407729049
KEGG_VIRAL_MYOCARDITIS	MAP4K1	9.23338126481989e-15	8.45943717228555e-14	58	344	20	1.80218589106675	FALSE	0.0581395348837209	11.0976343223737
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	CD8A	1.06270614323619e-14	9.71446848873081e-14	38	242	13	0.830638605365369	FALSE	0.0537190082644628	15.6506089604176
KEGG_HEMATOPOIETIC_CELL_LINEAGE	CCL5	1.07983786630511e-14	9.84899100878286e-14	76	838	43	5.75268720079487	FALSE	0.0513126491646778	7.47476761713353
KEGG_VIRAL_MYOCARDITIS	STAT4	1.09247224556517e-14	9.94198514546697e-14	58	310	14	1.62406286694969	FALSE	0.0451612903225806	8.62035595105673
KEGG_TYPE_I_DIABETES_MELLITUS,..	MR1	1.1434225100057e-14	1.03824801186932e-13	47	368	14	1.56227983018697	FALSE	0.0380434782608696	8.96126271970398
KEGG_VIRAL_MYOCARDITIS	C1R	1.16783561511048e-14	1.0580590672901e-13	58	357	20	1.87029175322916	FALSE	0.0560224089635854	10.6935187868251
KEGG_VIRAL_MYOCARDITIS	BLNK	1.17933490893147e-14	1.06610829794093e-13	58	309	15	1.61882395447566	FALSE	0.0485436893203883	9.2659859390693
KEGG_CELL_ADHESION_MOLECULES_CAMS	FCER1G	1.32522987668734e-14	1.19534562107396e-13	95	888	44	7.61990786740132	FALSE	0.0495495495495495	5.77434803224277
KEGG_PRIMARY_IMMUNODEFICIENCY	IL2RB	1.36295886913742e-14	1.22666298222368e-13	32	251	13	0.72549905157619	FALSE	0.051792828685259	17.9187001992032
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	PLEK	1.41704329668714e-14	1.27252985035099e-13	103	847	46	7.88013729563725	FALSE	0.0543093270365998	5.83746174390482
KEGG_ASTHMA	CXCL9	1.60803241716601e-14	1.44086772852436e-13	25	341	13	0.770029807605456	FALSE	0.0381231671554252	16.8824633431085
KEGG_ASTHMA	HCP5	1.63694395976519e-14	1.46355713244796e-13	25	235	13	0.53066570318851	FALSE	0.0553191489361702	24.4975319148936
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	BCL2A1	1.66042789202735e-14	1.4813051456883e-13	103	876	43	8.14994128804986	FALSE	0.0490867579908676	5.27611162831937
KEGG_CELL_ADHESION_MOLECULES_CAMS	SLA	1.7751015019805e-14	1.58015039816037e-13	95	902	43	7.74004154999548	FALSE	0.0476718403547672	5.55552573229082
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	CD52	1.80121534195231e-14	1.59990303902823e-13	38	549	21	1.88438262126276	FALSE	0.0382513661202186	11.1442335346563
KEGG_ASTHMA	GPR65	2.04697163860377e-14	1.81423986317121e-13	25	456	13	1.02971727937856	FALSE	0.0285087719298246	12.6248245614035
KEGG_ASTHMA	CD3D	2.05597214139715e-14	1.81826429945254e-13	25	483	13	1.09068738144702	FALSE	0.0269151138716356	11.9190890269151
KEGG_ASTHMA	HLA-F	2.25769222143018e-14	1.99234008371663e-13	25	758	16	1.711679161774	FALSE	0.0211081794195251	9.34754617414248
KEGG_CELL_ADHESION_MOLECULES_CAMS	HLA-DQB1	2.28054292283751e-14	2.00802971303574e-13	95	785	43	6.73606720260139	TRUE	0.0547770700636943	6.38354676500168
KEGG_TYPE_I_DIABETES_MELLITUS,..	FCMR	2.28532201826977e-14	2.00802971303574e-13	47	429	20	1.82124469334297	FALSE	0.0466200466200466	10.9815007687348
KEGG_HEMATOPOIETIC_CELL_LINEAGE	PRKCB	2.30674742960586e-14	2.02249661731249e-13	76	389	18	2.67040014452172	FALSE	0.0462724935732648	6.74056284670545
KEGG_PRIMARY_IMMUNODEFICIENCY	BTK	2.32318026929766e-14	2.03253346736621e-13	32	312	13	0.901815554150483	TRUE	0.0416666666666667	14.4153645833333
KEGG_VIRAL_MYOCARDITIS	MDFIC	2.34331994600288e-14	2.04576347320209e-13	58	305	14	1.59786830457953	FALSE	0.0459016393442623	8.76167326172979
KEGG_VIRAL_MYOCARDITIS	BCL3	2.37084876089894e-14	2.06537401670619e-13	58	340	19	1.78123024117063	FALSE	0.0558823529411765	10.666784989858
KEGG_PRIMARY_IMMUNODEFICIENCY	CCR2	2.38550170913803e-14	2.07370798894579e-13	32	329	13	0.950952940113811	FALSE	0.0395136778115502	13.6704977203647
KEGG_ASTHMA	CYBB	2.40266736125846e-14	2.08418613443633e-13	25	554	13	1.25101616836781	FALSE	0.0234657039711191	10.3915523465704
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	CSF2RB	2.46582608496236e-14	2.13443162386232e-13	103	686	37	6.38225995845	FALSE	0.053935860058309	5.79731948257805
KEGG_PRIMARY_IMMUNODEFICIENCY	LAIR1	2.56854741571509e-14	2.21863724870136e-13	32	550	14	1.58973895763707	FALSE	0.0254545454545455	8.80647727272727
KEGG_TYPE_I_DIABETES_MELLITUS,..	ADAMDEC1	2.86795201148585e-14	2.47201698749003e-13	47	238	13	1.01038749887092	FALSE	0.0546218487394958	12.8663507956374
KEGG_CELL_ADHESION_MOLECULES_CAMS	FPR3	2.97187060290708e-14	2.55618490465235e-13	95	219	21	1.87923403486587	FALSE	0.0958904109589041	11.1747656813266
KEGG_TYPE_I_DIABETES_MELLITUS,..	CHI3L1	3.11459158387261e-14	2.67330313419971e-13	47	205	13	0.870291753229157	FALSE	0.0634146341463415	14.937519460301
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	GPSM3	3.27582941072749e-14	2.80578918225546e-13	38	475	14	1.63038569234938	FALSE	0.0294736842105263	8.58692520775623
KEGG_ASTHMA	SELL	3.36197384164519e-14	2.87353613257599e-13	25	451	13	1.01842651973625	FALSE	0.0288248337028825	12.7647893569845
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	IL7R	3.66922357266238e-14	3.12866320066944e-13	103	947	44	8.81049589016349	FALSE	0.0464625131995776	4.99404353041285
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	BLNK	3.6758147488856e-14	3.12866320066944e-13	38	309	13	1.06060879775991	FALSE	0.0420711974110032	12.2571112246636
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	CD3E	3.70228064515222e-14	3.14462462297617e-13	38	215	13	0.737964050221299	FALSE	0.0604651162790698	17.6160342717258
KEGG_VIRAL_MYOCARDITIS	CLIC2	3.8896239117499e-14	3.29688080835849e-13	58	382	25	2.00126456507994	FALSE	0.0654450261780105	12.4921014623578
KEGG_ASTHMA	CLEC7A	4.09502206304849e-14	3.46377696079848e-13	25	520	13	1.17423900280011	FALSE	0.025	11.071
KEGG_ASTHMA	ENTPD1	4.21189918679504e-14	3.55526148748724e-13	25	530	13	1.19682052208473	FALSE	0.0245283018867925	10.8621132075472
KEGG_TYPE_I_DIABETES_MELLITUS,..	LY96	4.24197948508018e-14	3.57325420675039e-13	47	748	24	3.17550356788005	FALSE	0.0320855614973262	7.55785641142337
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	CSF2RA	4.38705555521806e-14	3.68784030899465e-13	38	267	13	0.916448378646915	FALSE	0.048689138576779	14.1851961364084
KEGG_TYPE_I_DIABETES_MELLITUS,..	SH2B3	4.48474833472114e-14	3.76220554746051e-13	47	401	16	1.70237557582874	FALSE	0.0399002493765586	9.39863108186979
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	BTK	4.56852622228753e-14	3.82461630559882e-13	38	312	13	1.0709059705537	FALSE	0.0416666666666667	12.1392543859649
KEGG_VIRAL_MYOCARDITIS	PLXND1	4.58422538632144e-14	3.82989485656404e-13	58	327	18	1.71312437900822	FALSE	0.055045871559633	10.5071180006327
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	LCP2	4.64204924860925e-14	3.87027296249078e-13	103	897	47	8.34531659290037	TRUE	0.052396878483835	5.63190137567512
KEGG_ASTHMA	FGR	4.71259852723466e-14	3.92107432561953e-13	25	532	13	1.20133682594165	FALSE	0.0244360902255639	10.8212781954887
KEGG_ASTHMA	HLA-DQA1	5.17239097150287e-14	4.29487535454525e-13	25	286	13	0.64583145154006	TRUE	0.0454545454545455	20.1290909090909
KEGG_ASTHMA	CCL4	5.23716139911235e-14	4.33981850084981e-13	25	554	13	1.25101616836781	FALSE	0.0234657039711191	10.3915523465704
KEGG_VIRAL_MYOCARDITIS	VOPP1	5.36208786927482e-14	4.43432702698447e-13	58	211	13	1.10541053202059	FALSE	0.0616113744075829	11.7603366563164
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	HLA-DPB1	5.4935456893234e-14	4.5338432743667e-13	38	559	22	1.91870653057538	TRUE	0.0393559928443649	11.4660578099991
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	AOAH	5.55645269679665e-14	4.57649649390706e-13	38	281	13	0.964501851684581	FALSE	0.0462633451957295	13.47846038584
KEGG_PRIMARY_IMMUNODEFICIENCY	GZMA	5.72877690122662e-14	4.70891601336712e-13	32	367	13	1.06078944991419	FALSE	0.0354223433242507	12.2550238419619
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	F13A1	5.83932291251872e-14	4.7901246507724e-13	38	352	13	1.20820160780417	FALSE	0.0369318181818182	10.7597936602871
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	PIM2	6.24199772776408e-14	5.11016560965746e-13	38	238	13	0.816909041640322	FALSE	0.0546218487394958	15.9136444051305
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	IFI44L	6.26959184905401e-14	5.12247013398662e-13	38	259	13	0.88898925119682	FALSE	0.0501930501930502	14.6233489128226
KEGG_TYPE_I_DIABETES_MELLITUS,..	RUNX3	6.34813606929996e-14	5.17627015090718e-13	47	541	24	2.29672116339987	FALSE	0.044362292051756	10.4496794745743
KEGG_PRIMARY_IMMUNODEFICIENCY	CD3E	6.43478410092878e-14	5.23645005578576e-13	32	215	13	0.621443410712673	TRUE	0.0604651162790698	20.9190406976744
KEGG_ASTHMA	CCL3	6.4532937627785e-14	5.24105152805736e-13	25	271	13	0.611959172613133	FALSE	0.0479704797047971	21.2432472324723
KEGG_CELL_ADHESION_MOLECULES_CAMS	RNASET2	7.01073437315446e-14	5.68245805951307e-13	95	219	19	1.87923403486587	FALSE	0.0867579908675799	10.110502283105
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	KLRB1	7.21811294180184e-14	5.83893779042185e-13	38	228	13	0.782585132327703	FALSE	0.0570175438596491	16.6116112650046
KEGG_TYPE_I_DIABETES_MELLITUS,..	CD38	7.36935485845255e-14	5.94947717978437e-13	47	233	13	0.989160870743384	FALSE	0.055793991416309	13.1424527440416
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	HLA-DRB1	7.44437401269666e-14	5.99816459481508e-13	38	553	22	1.89811218498781	TRUE	0.0397830018083183	11.5904635005235
KEGG_CELL_ADHESION_MOLECULES_CAMS	FAM65B	7.56181947027456e-14	6.07565790882973e-13	95	208	20	1.78484328425616	FALSE	0.0961538461538462	11.2054655870445
KEGG_TYPE_I_DIABETES_MELLITUS,..	IGL	7.57035618760241e-14	6.07565790882973e-13	47	427	20	1.81275404209195	FALSE	0.0468384074941452	11.0329363695251
KEGG_VIRAL_MYOCARDITIS	MARCH1	7.99581429079e-14	6.40450586710232e-13	58	241	13	1.26257790624153	FALSE	0.0539419087136929	10.2963943339534
KEGG_VIRAL_MYOCARDITIS	GZMA	8.36555828387322e-14	6.68618847744083e-13	58	367	23	1.92268087796947	FALSE	0.0626702997275204	11.9624635910927
KEGG_ASTHMA	IRF8	8.38028528813408e-14	6.68618847744083e-13	25	581	13	1.31198627043628	FALSE	0.0223752151462995	9.90864027538726
KEGG_PRIMARY_IMMUNODEFICIENCY	PRF1	8.93752963455035e-14	7.11685709376207e-13	32	395	13	1.14172161503026	FALSE	0.0329113924050633	11.3863132911392
KEGG_TYPE_I_DIABETES_MELLITUS,..	IGFLR1	9.39094113444806e-14	7.46332690158767e-13	47	224	13	0.950952940113811	FALSE	0.0580357142857143	13.6704977203647
KEGG_CELL_ADHESION_MOLECULES_CAMS	CD86	9.52133870121221e-14	7.5522369425763e-13	95	718	43	6.16114172161503	TRUE	0.0598885793871866	6.97922591995309
KEGG_TYPE_I_DIABETES_MELLITUS,..	IGHG1	9.59865843199029e-14	7.59878260722804e-13	47	288	13	1.22265378014633	FALSE	0.0451388888888889	10.6326093380615
KEGG_PRIMARY_IMMUNODEFICIENCY	LTB	9.87274865316303e-14	7.80061943002823e-13	32	449	13	1.29780507632554	FALSE	0.0289532293986637	10.0169125835189
KEGG_TYPE_I_DIABETES_MELLITUS,..	CXCL3	9.94629404465035e-14	7.84352820503665e-13	47	257	13	1.09104868575558	FALSE	0.0505836575875486	11.9151419819521
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	SLC7A7	1.0009373265418e-13	7.87803374577397e-13	38	487	14	1.67157438352452	FALSE	0.0287474332648871	8.37533772830433
KEGG_CELL_ADHESION_MOLECULES_CAMS	LCK	1.00498230589047e-13	7.89462979020319e-13	95	548	40	4.70237557582874	FALSE	0.072992700729927	8.50633883980023
KEGG_CELL_ADHESION_MOLECULES_CAMS	FGL2	1.07842299864668e-13	8.45525108746634e-13	95	811	40	6.95917261313341	FALSE	0.0493218249075216	5.74780972159128
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	CCL5	1.09532157250635e-13	8.57125921517925e-13	103	838	40	7.79640502212989	FALSE	0.0477326968973747	5.1305697801052
KEGG_CELL_ADHESION_MOLECULES_CAMS	HLA-DRA	1.11568243516031e-13	8.71386453668313e-13	95	665	41	5.70634992322283	TRUE	0.0616541353383459	7.18497823506134
KEGG_HEMATOPOIETIC_CELL_LINEAGE	CFP	1.14151758178961e-13	8.89859881635993e-13	76	267	20	1.83289675729383	FALSE	0.0749063670411985	10.9116893356988
KEGG_CELL_ADHESION_MOLECULES_CAMS	KLRB1	1.17826573440431e-13	9.16753702130987e-13	95	228	24	1.95646283081926	FALSE	0.105263157894737	12.2670360110803
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	CPVL	1.18925701771747e-13	9.23543021187449e-13	38	485	15	1.664709601662	FALSE	0.0309278350515464	9.01058057514921
KEGG_VIRAL_MYOCARDITIS	IL2RB	1.21225124242274e-13	9.39609945885456e-13	58	251	13	1.31496703098184	FALSE	0.051792828685259	9.88617942025003
KEGG_TYPE_I_DIABETES_MELLITUS,..	BIN2	1.23357360591638e-13	9.54322503096978e-13	47	428	17	1.81699936771746	FALSE	0.0397196261682243	9.3560847086896
KEGG_VIRAL_MYOCARDITIS	CHI3L1	1.23678299664213e-13	9.5499323433901e-13	58	205	13	1.07397705717641	FALSE	0.0634146341463415	12.1045416316232
KEGG_ASTHMA	HLA-B	1.27506677781429e-13	9.82693242561224e-13	25	645	13	1.45650799385783	FALSE	0.0201550387596899	8.92545736434109
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	CST7	1.33618403753773e-13	1.027853268121e-12	38	335	13	1.14985096197272	FALSE	0.0388059701492537	11.3058130400628
KEGG_TYPE_I_DIABETES_MELLITUS,..	RSAD2	1.35026571287976e-13	1.03508411394676e-12	47	264	13	1.12076596513413	FALSE	0.0492424242424242	11.5992101869761
KEGG_CELL_ADHESION_MOLECULES_CAMS	PTPRC	1.35066163507401e-13	1.03508411394676e-12	95	973	43	8.34929094029446	TRUE	0.0441932168550874	5.15013793476497
KEGG_ASTHMA	LTB	1.39349114261497e-13	1.06590307475445e-12	25	449	13	1.01391021587932	FALSE	0.0289532293986637	12.8216481069042
KEGG_CELL_ADHESION_MOLECULES_CAMS	AIF1	1.43569518581746e-13	1.09612907726176e-12	95	833	42	7.14795411435281	FALSE	0.0504201680672269	5.87580716497125
KEGG_TYPE_I_DIABETES_MELLITUS,..	PLXNC1	1.48927143974617e-13	1.13392534581301e-12	47	283	13	1.20142715201879	FALSE	0.0459363957597173	10.8204646267198
KEGG_ASTHMA	HLA-G	1.49076277987681e-13	1.13392534581301e-12	25	598	13	1.35037485322012	FALSE	0.0217391304347826	9.62695652173913
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	RHOH	1.4997557394191e-13	1.13864136864277e-12	38	339	13	1.16358052569777	FALSE	0.0383480825958702	11.1724111162863
KEGG_VIRAL_MYOCARDITIS	CD1C	1.5099508986045e-13	1.14425089472315e-12	58	208	13	1.0896937945985	FALSE	0.0625	11.9299568965517
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	FGR	1.51707414666203e-13	1.14751601037868e-12	38	532	17	1.82603197543131	FALSE	0.0319548872180451	9.30980411555204
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	CCR5	1.5373628477887e-13	1.16070895008047e-12	38	279	13	0.957637069822058	FALSE	0.046594982078853	13.5750801735522
KEGG_CELL_ADHESION_MOLECULES_CAMS	HCP5	1.59713462314879e-13	1.20360773726019e-12	95	235	27	2.01652967211634	FALSE	0.114893617021277	13.3893393057111
KEGG_PRIMARY_IMMUNODEFICIENCY	AIM2	1.60588651812869e-13	1.20679267248633e-12	32	310	13	0.896034685213621	FALSE	0.0419354838709677	14.5083669354839
KEGG_HEMATOPOIETIC_CELL_LINEAGE	GZMK	1.60728089565876e-13	1.20679267248633e-12	76	295	26	2.02511064944449	FALSE	0.088135593220339	12.8388046387154
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	C1QB	1.61768780833434e-13	1.21237374900351e-12	38	372	13	1.27684942642941	FALSE	0.0349462365591398	10.1813101301641
KEGG_PRIMARY_IMMUNODEFICIENCY	HMHA1	1.67473152829082e-13	1.252822099237e-12	32	445	13	1.28624333845181	FALSE	0.0292134831460674	10.106952247191
KEGG_ASTHMA	LCK	1.67855085570159e-13	1.25337945763651e-12	25	548	13	1.23746725679704	FALSE	0.0237226277372263	10.5053284671533
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	PSMB10	1.68824261861351e-13	1.25831172871797e-12	38	429	13	1.47249570951134	FALSE	0.0303030303030303	8.82854864433812
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	STAT4	1.72449125477225e-13	1.28298373096833e-12	38	310	13	1.06404118869118	FALSE	0.0419354838709677	12.2175721561969
KEGG_CELL_ADHESION_MOLECULES_CAMS	ICAM2	1.75824473028595e-13	1.30571288986809e-12	95	399	34	3.4238099539337	TRUE	0.0852130325814536	9.93045772325551
KEGG_VIRAL_MYOCARDITIS	APOL6	1.80440694584769e-13	1.33755765785837e-12	58	252	13	1.32020594345588	FALSE	0.0515873015873016	9.84694854953476
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	BCL3	1.83019509919916e-13	1.35421150987931e-12	38	340	13	1.16701291662903	FALSE	0.0382352941176471	11.1395510835913
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	SASH3	1.93901544890033e-13	1.43213151905193e-12	103	588	39	5.47050853581429	FALSE	0.0663265306122449	7.1291361204676
KEGG_PRIMARY_IMMUNODEFICIENCY	CD247	1.96057883616363e-13	1.44543940597453e-12	32	312	13	0.901815554150483	FALSE	0.0416666666666667	14.4153645833333
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	LILRB1	2.02697787524798e-13	1.49169472877004e-12	38	383	13	1.31460572667329	FALSE	0.0339425587467363	9.88889652329257
KEGG_HEMATOPOIETIC_CELL_LINEAGE	CD40	2.17933956793781e-13	1.60093106639323e-12	76	266	18	1.82603197543131	FALSE	0.0676691729323308	9.85743965176098
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	TRAF1	2.1944589298749e-13	1.60913831962229e-12	38	333	13	1.1429861801102	FALSE	0.039039039039039	11.3737158210842
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	FLI1	2.241577003795e-13	1.64073778177239e-12	38	384	13	1.31803811760455	FALSE	0.0338541666666667	9.86314418859649
KEGG_TYPE_I_DIABETES_MELLITUS,..	IKZF1	2.25103198881697e-13	1.64470563053885e-12	47	282	13	1.19718182639328	FALSE	0.0460992907801418	10.8588350686585
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	CD40	2.27384772670678e-13	1.65840378922783e-12	38	266	13	0.913015987715654	TRUE	0.0488721804511278	14.2385239414325
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	LILRA2	2.31753115198621e-13	1.6846675807443e-12	38	371	13	1.27341703549815	FALSE	0.0350404312668464	10.208753014612
KEGG_TYPE_I_DIABETES_MELLITUS,..	C1QA	2.31812242530672e-13	1.6846675807443e-12	47	422	17	1.79152741396441	FALSE	0.0402843601895735	9.48910960976102
